index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime,season 
9278,INN09279,1,0,0,2,Meal Plan 1,False,Room_Type 1,164,Offline,False,0,0,100.0,0,2017-10-02,Not_Canceled,2017-10-02,low
9279,INN09280,2,0,0,2,Meal Plan 1,False,Room_Type 1,211,Offline,False,0,0,100.0,0,2018-05-20,Canceled,2018-05-20,high
9280,INN09281,2,0,1,1,Meal Plan 1,False,Room_Type 1,31,Online,False,0,0,72.8,2,2018-02-20,Not_Canceled,2018-02-20,low
9281,INN09282,3,0,2,1,Meal Plan 1,False,Room_Type 4,151,Online,False,0,0,168.3,2,2018-07-10,Canceled,2018-07-10,high
9282,INN09283,3,0,2,5,Meal Plan 1,False,Room_Type 4,85,Online,False,0,0,140.27,2,2018-07-10,Not_Canceled,2018-07-10,low
9283,INN09284,1,0,2,3,Meal Plan 1,False,Room_Type 1,70,Online,False,0,0,87.48,2,2018-10-30,Not_Canceled,2018-10-30,low
9284,INN09285,2,0,2,3,Meal Plan 1,False,Room_Type 1,218,Online,False,0,0,90.95,1,2018-08-20,Canceled,2018-08-20,low
9285,INN09286,2,0,0,1,Not Selected,False,Room_Type 1,139,Online,False,0,0,85.5,0,2018-07-02,Canceled,2018-07-02,low
9286,INN09287,2,0,0,1,Meal Plan 1,False,Room_Type 4,1,Complementary,True,0,2,0.0,0,2018-05-05,Not_Canceled,2018-05-05,low
9287,INN09288,1,0,2,2,Meal Plan 1,False,Room_Type 1,11,Online,False,0,0,145.0,0,2018-07-10,Canceled,2018-07-10,high
9288,INN09289,2,2,1,2,Meal Plan 1,False,Room_Type 6,36,Online,False,0,0,160.5,0,2018-02-26,Canceled,2018-02-26,low
9289,INN09290,2,0,2,5,Meal Plan 1,False,Room_Type 4,18,Online,False,0,0,142.43,1,2018-08-27,Canceled,2018-08-27,low
9290,INN09291,2,2,0,3,Meal Plan 1,False,Room_Type 6,75,Online,False,0,0,157.6,0,2018-04-14,Canceled,2018-04-14,high
9291,INN09292,3,0,1,4,Meal Plan 1,False,Room_Type 4,142,Online,False,0,0,138.55,1,2018-08-08,Not_Canceled,2018-08-08,high
9292,INN09293,2,0,2,2,Meal Plan 1,False,Room_Type 4,107,Online,False,0,0,95.2,1,2018-04-15,Not_Canceled,2018-04-15,high
9293,INN09294,2,0,2,2,Meal Plan 1,False,Room_Type 1,18,Online,False,0,0,96.0,2,2017-09-13,Not_Canceled,2017-09-13,low
9294,INN09295,2,0,0,2,Meal Plan 1,False,Room_Type 1,48,Offline,False,0,0,130.0,0,2018-09-14,Not_Canceled,2018-09-14,low
9295,INN09296,2,0,1,3,Meal Plan 1,False,Room_Type 1,87,Online,False,0,0,82.45,1,2018-04-07,Not_Canceled,2018-04-07,high
9296,INN09297,2,0,0,2,Meal Plan 1,False,Room_Type 1,91,Offline,False,0,0,75.0,0,2018-05-10,Canceled,2018-05-10,high
9298,INN09299,1,0,2,9,Meal Plan 1,False,Room_Type 1,55,Online,False,0,0,74.8,1,2018-12-13,Not_Canceled,2018-12-13,low
9299,INN09300,2,0,1,3,Meal Plan 1,False,Room_Type 1,14,Online,False,0,0,90.0,1,2017-08-24,Not_Canceled,2017-08-24,low
9300,INN09301,2,0,0,1,Not Selected,False,Room_Type 1,13,Online,False,0,0,89.0,0,2018-06-14,Not_Canceled,2018-06-14,high
9301,INN09302,1,0,0,2,Not Selected,False,Room_Type 1,41,Online,False,0,0,107.1,0,2018-06-28,Canceled,2018-06-28,high
9302,INN09303,2,1,1,2,Meal Plan 1,False,Room_Type 4,111,Offline,False,0,0,94.78,0,2018-08-08,Not_Canceled,2018-08-08,low
9303,INN09304,1,0,0,4,Meal Plan 1,False,Room_Type 1,151,Offline,False,0,0,71.0,0,2018-01-19,Not_Canceled,2018-01-19,high
9305,INN09306,2,0,2,1,Meal Plan 1,False,Room_Type 4,202,Online,False,0,0,109.8,0,2018-10-22,Canceled,2018-10-22,low
9306,INN09307,2,0,0,1,Not Selected,True,Room_Type 1,63,Online,False,0,0,103.5,2,2018-07-23,Not_Canceled,2018-07-23,low
9307,INN09308,1,0,1,0,Not Selected,False,Room_Type 1,4,Online,False,0,0,89.0,1,2018-04-18,Not_Canceled,2018-04-18,low
9308,INN09309,2,0,0,3,Meal Plan 1,False,Room_Type 1,103,Offline,False,0,0,80.0,0,2018-05-04,Not_Canceled,2018-05-04,high
9309,INN09310,1,0,0,1,Not Selected,False,Room_Type 1,28,Online,False,0,0,110.0,0,2018-11-02,Canceled,2018-11-02,low
9310,INN09311,2,1,0,5,Meal Plan 1,False,Room_Type 1,85,Online,False,0,0,134.1,2,2018-08-16,Not_Canceled,2018-08-16,low
9311,INN09312,1,0,1,1,Meal Plan 1,False,Room_Type 1,45,Offline,False,0,0,81.0,0,2018-09-12,Not_Canceled,2018-09-12,low
9313,INN09314,2,0,2,2,Meal Plan 1,False,Room_Type 4,62,Online,False,0,0,63.49,1,2018-03-13,Not_Canceled,2018-03-13,low
9314,INN09315,1,0,0,2,Meal Plan 1,False,Room_Type 1,188,Offline,False,0,0,130.0,0,2018-06-15,Canceled,2018-06-15,high
9315,INN09316,2,0,0,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,151.0,1,2018-08-04,Not_Canceled,2018-08-04,high
9316,INN09317,2,0,0,1,Not Selected,False,Room_Type 1,6,Online,False,0,0,97.0,2,2017-08-26,Not_Canceled,2017-08-26,low
9317,INN09318,2,0,2,4,Meal Plan 1,False,Room_Type 1,129,Online,False,0,0,114.3,0,2018-08-06,Canceled,2018-08-06,high
9318,INN09319,2,0,0,3,Not Selected,False,Room_Type 1,67,Online,False,0,0,67.5,1,2018-03-10,Not_Canceled,2018-03-10,low
9319,INN09320,2,0,3,6,Meal Plan 1,False,Room_Type 1,160,Online,False,0,0,97.56,1,2018-07-18,Not_Canceled,2018-07-18,high
9320,INN09321,2,0,0,3,Meal Plan 1,False,Room_Type 1,259,Offline,False,0,0,90.0,0,2018-05-05,Canceled,2018-05-05,low
9321,INN09322,1,0,1,0,Meal Plan 1,False,Room_Type 1,76,Offline,False,0,0,120.0,0,2018-10-10,Canceled,2018-10-10,high
9322,INN09323,2,0,1,3,Meal Plan 1,False,Room_Type 1,102,Offline,False,0,0,68.0,0,2018-12-05,Not_Canceled,2018-12-05,low
9324,INN09325,2,0,0,1,Not Selected,False,Room_Type 1,71,Online,False,0,0,79.2,2,2018-11-03,Not_Canceled,2018-11-03,low
9325,INN09326,2,0,1,2,Meal Plan 1,False,Room_Type 2,56,Online,False,0,0,71.52,0,2018-02-08,Not_Canceled,2018-02-08,low
9326,INN09327,1,0,0,1,Meal Plan 1,True,Room_Type 1,19,Corporate,True,0,9,98.0,1,2018-10-26,Not_Canceled,2018-10-26,low
9327,INN09328,2,0,0,1,Not Selected,False,Room_Type 1,13,Corporate,False,0,0,100.0,1,2018-09-15,Not_Canceled,2018-09-15,low
9328,INN09329,1,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,0.0,0,2017-12-11,Not_Canceled,2017-12-11,high
9329,INN09330,1,0,0,4,Meal Plan 1,False,Room_Type 1,195,Online,False,0,0,90.9,2,2018-10-18,Canceled,2018-10-18,low
9330,INN09331,2,0,0,3,Meal Plan 1,False,Room_Type 1,4,Online,False,0,0,93.0,1,2018-02-25,Not_Canceled,2018-02-25,low
9331,INN09332,2,1,0,2,Meal Plan 1,False,Room_Type 1,2,Online,False,0,0,142.0,2,2018-12-28,Not_Canceled,2018-12-28,high
9333,INN09334,2,0,0,4,Meal Plan 1,False,Room_Type 1,86,Offline,False,0,0,61.5,0,2018-03-23,Not_Canceled,2018-03-23,high
9334,INN09335,2,0,3,6,Meal Plan 1,False,Room_Type 4,104,Online,False,0,0,120.8,3,2018-07-18,Not_Canceled,2018-07-18,low
9335,INN09336,2,0,0,2,Not Selected,False,Room_Type 1,17,Online,False,0,0,79.0,0,2018-03-09,Not_Canceled,2018-03-09,low
9336,INN09337,2,0,0,3,Meal Plan 1,False,Room_Type 1,56,Online,False,0,0,93.6,0,2018-12-07,Canceled,2018-12-07,low
9337,INN09338,1,0,0,2,Meal Plan 1,False,Room_Type 1,192,Offline,False,0,0,95.0,0,2018-06-24,Not_Canceled,2018-06-24,low
9338,INN09339,2,0,0,1,Meal Plan 1,False,Room_Type 1,15,Online,False,0,0,100.0,1,2018-02-11,Not_Canceled,2018-02-11,low
9340,INN09341,2,1,2,5,Meal Plan 1,False,Room_Type 1,97,Online,False,0,0,103.7,1,2018-12-12,Not_Canceled,2018-12-12,low
9341,INN09342,2,0,2,2,Not Selected,False,Room_Type 1,105,Online,False,0,0,108.0,1,2018-10-21,Canceled,2018-10-21,low
9342,INN09343,2,2,1,1,Meal Plan 1,False,Room_Type 6,47,Online,False,0,0,207.9,0,2018-08-08,Canceled,2018-08-08,low
9343,INN09344,2,0,0,2,Not Selected,False,Room_Type 1,46,Online,False,0,0,89.1,1,2018-06-22,Not_Canceled,2018-06-22,high
9344,INN09345,2,0,0,2,Meal Plan 2,False,Room_Type 1,74,Offline,False,0,0,101.5,0,2017-09-18,Not_Canceled,2017-09-18,high
9345,INN09346,2,0,1,4,Meal Plan 2,False,Room_Type 1,38,Online,False,0,0,120.7,1,2018-12-21,Not_Canceled,2018-12-21,low
9346,INN09347,2,0,1,2,Meal Plan 1,False,Room_Type 4,64,Online,False,0,0,132.3,1,2018-10-14,Not_Canceled,2018-10-14,high
9347,INN09348,2,0,1,2,Meal Plan 1,False,Room_Type 4,6,Online,False,0,0,155.0,1,2018-05-30,Not_Canceled,2018-05-30,high
9348,INN09349,2,0,1,1,Meal Plan 1,False,Room_Type 4,47,Online,False,0,0,101.72,1,2018-10-24,Not_Canceled,2018-10-24,high
9349,INN09350,2,0,2,3,Meal Plan 1,False,Room_Type 2,51,Online,False,0,0,116.1,0,2018-04-28,Canceled,2018-04-28,high
9350,INN09351,2,2,2,1,Meal Plan 1,False,Room_Type 6,71,Online,False,0,0,190.8,1,2018-10-22,Not_Canceled,2018-10-22,low
9351,INN09352,1,0,0,2,Meal Plan 2,False,Room_Type 1,74,Offline,False,0,0,87.0,0,2017-09-18,Not_Canceled,2017-09-18,high
9352,INN09353,3,0,1,2,Meal Plan 1,False,Room_Type 1,102,Online,False,0,0,159.3,0,2018-06-10,Not_Canceled,2018-06-10,low
9353,INN09354,2,0,0,2,Meal Plan 2,False,Room_Type 1,39,Offline,False,0,0,101.5,0,2017-08-14,Not_Canceled,2017-08-14,low
9354,INN09355,2,0,1,2,Meal Plan 1,False,Room_Type 4,49,Offline,False,0,0,60.0,0,2017-11-06,Not_Canceled,2017-11-06,high
9355,INN09356,2,0,0,4,Meal Plan 1,False,Room_Type 1,73,Online,False,0,0,68.0,0,2017-07-07,Canceled,2017-07-07,low
9356,INN09357,2,0,2,0,Meal Plan 1,False,Room_Type 4,48,Online,False,0,0,139.5,1,2018-10-09,Canceled,2018-10-09,low
9357,INN09358,1,0,0,1,Meal Plan 1,False,Room_Type 1,41,Online,False,0,0,120.0,3,2017-10-28,Not_Canceled,2017-10-28,high
9358,INN09359,2,0,0,1,Not Selected,False,Room_Type 1,1,Online,False,0,0,79.0,0,2018-02-09,Canceled,2018-02-09,low
9359,INN09360,1,0,1,0,Meal Plan 1,False,Room_Type 1,7,Online,False,0,0,97.0,1,2018-05-16,Not_Canceled,2018-05-16,low
9360,INN09361,2,0,2,4,Meal Plan 1,False,Room_Type 1,34,Offline,False,0,0,50.33,0,2018-01-31,Not_Canceled,2018-01-31,low
9362,INN09363,2,2,1,2,Meal Plan 1,True,Room_Type 6,149,Online,False,0,0,195.3,1,2018-08-12,Not_Canceled,2018-08-12,low
9363,INN09364,2,2,1,3,Meal Plan 1,False,Room_Type 6,102,Online,False,0,0,173.95,2,2018-06-27,Not_Canceled,2018-06-27,low
9364,INN09365,2,0,0,4,Not Selected,False,Room_Type 1,205,Online,False,0,0,85.5,2,2018-10-18,Canceled,2018-10-18,low
9365,INN09366,3,0,1,3,Meal Plan 1,False,Room_Type 1,196,Online,False,0,0,150.45,1,2018-09-19,Canceled,2018-09-19,low
9366,INN09367,2,1,1,1,Meal Plan 2,False,Room_Type 1,188,Online,False,0,0,164.25,1,2018-08-08,Canceled,2018-08-08,low
9367,INN09368,1,0,1,5,Meal Plan 1,False,Room_Type 1,77,Online,False,0,0,69.84,1,2018-02-08,Not_Canceled,2018-02-08,low
9368,INN09369,2,0,2,2,Meal Plan 1,False,Room_Type 1,104,Online,False,0,0,114.3,1,2018-07-03,Not_Canceled,2018-07-03,low
9369,INN09370,2,0,2,2,Not Selected,False,Room_Type 1,38,Online,False,0,0,107.55,2,2018-08-27,Not_Canceled,2018-08-27,low
9370,INN09371,2,0,0,4,Not Selected,False,Room_Type 1,49,Online,False,0,0,63.75,0,2018-03-08,Canceled,2018-03-08,low
9373,INN09374,2,0,0,2,Meal Plan 1,False,Room_Type 1,12,Online,False,0,0,93.0,1,2018-02-26,Not_Canceled,2018-02-26,low
9374,INN09375,1,0,0,1,Meal Plan 1,False,Room_Type 1,1,Corporate,True,1,2,65.0,0,2017-08-28,Not_Canceled,2017-08-28,high
9375,INN09376,2,0,1,3,Meal Plan 1,False,Room_Type 1,80,Offline,False,0,0,60.0,0,2018-02-22,Not_Canceled,2018-02-22,low
9376,INN09377,1,0,1,1,Meal Plan 1,False,Room_Type 1,45,Online,False,0,0,86.4,0,2018-11-19,Canceled,2018-11-19,low
9377,INN09378,2,0,0,1,Meal Plan 1,False,Room_Type 1,105,Offline,False,0,0,75.0,0,2018-04-06,Canceled,2018-04-06,high
9378,INN09379,2,0,2,1,Meal Plan 1,False,Room_Type 1,31,Offline,False,0,0,63.0,0,2017-12-05,Not_Canceled,2017-12-05,low
9379,INN09380,2,0,1,1,Meal Plan 1,False,Room_Type 2,1,Online,False,0,0,76.25,1,2018-01-04,Not_Canceled,2018-01-04,low
9380,INN09381,3,0,0,1,Meal Plan 1,False,Room_Type 4,40,Online,False,0,0,150.3,2,2018-07-06,Not_Canceled,2018-07-06,high
9381,INN09382,2,0,1,1,Meal Plan 1,False,Room_Type 1,33,Corporate,False,0,0,64.0,0,2018-01-25,Not_Canceled,2018-01-25,low
9382,INN09383,2,0,2,1,Meal Plan 2,False,Room_Type 1,131,Offline,False,0,0,94.5,0,2017-08-15,Not_Canceled,2017-08-15,high
9383,INN09384,2,0,2,3,Meal Plan 1,False,Room_Type 4,17,Online,False,0,0,125.8,1,2018-12-29,Not_Canceled,2018-12-29,low
9384,INN09385,2,0,2,2,Meal Plan 1,False,Room_Type 1,121,Online,False,0,0,72.25,1,2017-12-27,Not_Canceled,2017-12-27,low
9385,INN09386,2,0,0,5,Meal Plan 1,False,Room_Type 1,4,Online,False,0,0,90.0,2,2017-08-11,Not_Canceled,2017-08-11,high
9386,INN09387,1,0,0,2,Meal Plan 1,True,Room_Type 1,9,Corporate,False,0,0,67.0,0,2018-03-31,Not_Canceled,2018-03-31,low
9387,INN09388,2,0,2,1,Not Selected,False,Room_Type 1,1,Online,False,0,0,90.33,1,2018-12-10,Not_Canceled,2018-12-10,high
9388,INN09389,3,0,1,1,Meal Plan 1,False,Room_Type 4,204,Online,False,0,0,133.2,0,2018-12-31,Not_Canceled,2018-12-31,high
9389,INN09390,2,0,0,1,Not Selected,False,Room_Type 1,6,Online,False,0,0,118.0,2,2018-08-17,Not_Canceled,2018-08-17,high
9390,INN09391,2,0,0,3,Meal Plan 1,False,Room_Type 1,83,Online,False,0,0,90.0,2,2018-11-02,Not_Canceled,2018-11-02,low
9391,INN09392,3,0,1,0,Meal Plan 1,False,Room_Type 4,59,Online,False,0,0,123.3,2,2018-03-28,Not_Canceled,2018-03-28,low
9392,INN09393,2,0,0,3,Meal Plan 1,False,Room_Type 1,24,Online,False,0,0,122.0,0,2018-09-01,Not_Canceled,2018-09-01,low
9393,INN09394,1,0,0,2,Meal Plan 1,False,Room_Type 1,46,Offline,False,0,0,67.5,0,2018-11-04,Not_Canceled,2018-11-04,high
9395,INN09396,3,0,2,2,Meal Plan 1,False,Room_Type 4,54,Online,False,0,0,95.19,1,2018-01-10,Not_Canceled,2018-01-10,low
9397,INN09398,1,0,0,1,Meal Plan 1,True,Room_Type 1,6,Corporate,True,3,21,67.0,0,2018-11-16,Not_Canceled,2018-11-16,low
9398,INN09399,2,0,1,2,Meal Plan 1,False,Room_Type 1,119,Offline,False,0,0,55.0,0,2018-03-18,Not_Canceled,2018-03-18,high
9400,INN09401,2,0,2,2,Meal Plan 1,False,Room_Type 1,19,Offline,False,0,0,85.0,0,2018-10-02,Not_Canceled,2018-10-02,low
9401,INN09402,1,0,0,3,Meal Plan 1,False,Room_Type 1,151,Offline,False,0,0,70.67,0,2018-01-19,Not_Canceled,2018-01-19,high
9402,INN09403,2,0,2,2,Meal Plan 1,False,Room_Type 1,49,Online,False,0,0,75.95,0,2018-03-06,Not_Canceled,2018-03-06,low
9403,INN09404,1,0,0,1,Meal Plan 1,False,Room_Type 1,3,Complementary,False,0,0,0.0,0,2017-08-04,Not_Canceled,2017-08-04,high
9404,INN09405,2,0,1,3,Meal Plan 1,True,Room_Type 1,151,Online,False,0,0,110.58,1,2018-07-11,Canceled,2018-07-11,high
9405,INN09406,1,0,1,0,Meal Plan 1,False,Room_Type 1,14,Corporate,False,0,0,67.0,0,2018-12-05,Not_Canceled,2018-12-05,high
9406,INN09407,2,0,1,2,Meal Plan 1,False,Room_Type 1,81,Offline,False,0,0,60.0,0,2018-02-19,Not_Canceled,2018-02-19,low
9407,INN09408,2,0,2,3,Meal Plan 1,False,Room_Type 1,265,Online,False,0,0,100.3,0,2018-10-09,Canceled,2018-10-09,high
9408,INN09409,3,0,0,2,Meal Plan 1,False,Room_Type 5,2,Online,False,0,0,225.0,3,2018-10-05,Not_Canceled,2018-10-05,low
9409,INN09410,2,0,0,3,Meal Plan 1,False,Room_Type 1,197,Offline,False,0,0,112.0,0,2018-08-25,Canceled,2018-08-25,low
9410,INN09411,2,0,2,2,Meal Plan 1,False,Room_Type 4,38,Online,False,0,0,103.95,0,2018-03-20,Not_Canceled,2018-03-20,low
9411,INN09412,2,0,1,2,Not Selected,False,Room_Type 1,208,Online,False,0,0,91.5,1,2018-08-19,Not_Canceled,2018-08-19,low
9412,INN09413,2,0,2,2,Meal Plan 1,False,Room_Type 1,105,Online,False,0,0,99.45,1,2018-06-26,Not_Canceled,2018-06-26,low
9413,INN09414,2,1,1,3,Meal Plan 1,False,Room_Type 1,11,Online,False,0,0,103.1,1,2018-12-19,Not_Canceled,2018-12-19,high
9414,INN09415,2,0,2,1,Meal Plan 1,False,Room_Type 1,134,Online,False,0,0,114.5,0,2018-08-21,Not_Canceled,2018-08-21,low
9415,INN09416,2,0,0,3,Meal Plan 1,False,Room_Type 4,39,Online,False,0,0,121.8,1,2018-03-23,Canceled,2018-03-23,low
9416,INN09417,2,0,0,2,Meal Plan 1,False,Room_Type 4,144,Online,False,0,0,140.4,2,2018-06-15,Not_Canceled,2018-06-15,low
9417,INN09418,1,0,2,1,Not Selected,False,Room_Type 1,116,Online,False,0,0,79.2,2,2018-12-17,Not_Canceled,2018-12-17,low
9418,INN09419,2,0,0,3,Meal Plan 1,False,Room_Type 1,65,Offline,False,0,0,72.25,0,2017-10-08,Not_Canceled,2017-10-08,high
9419,INN09420,2,0,0,2,Meal Plan 2,False,Room_Type 1,74,Offline,False,0,0,109.0,0,2017-09-18,Not_Canceled,2017-09-18,high
9422,INN09423,3,0,2,2,Meal Plan 1,False,Room_Type 4,59,Online,False,0,0,119.0,1,2018-12-04,Not_Canceled,2018-12-04,low
9423,INN09424,2,0,0,2,Meal Plan 1,False,Room_Type 1,11,Corporate,False,0,0,75.0,0,2017-08-18,Canceled,2017-08-18,high
9425,INN09426,1,0,0,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,85.0,0,2018-01-23,Not_Canceled,2018-01-23,low
9426,INN09427,2,0,1,3,Meal Plan 1,False,Room_Type 1,112,Online,False,0,0,88.4,2,2018-12-22,Canceled,2018-12-22,low
9427,INN09428,1,0,0,3,Meal Plan 1,False,Room_Type 1,151,Offline,False,0,0,71.0,0,2018-01-19,Not_Canceled,2018-01-19,high
9428,INN09429,1,0,0,2,Not Selected,False,Room_Type 1,2,Online,False,0,0,104.0,1,2018-11-25,Not_Canceled,2018-11-25,low
9429,INN09430,2,0,2,3,Meal Plan 1,False,Room_Type 1,25,Offline,False,0,0,91.0,0,2018-01-02,Not_Canceled,2018-01-02,low
9430,INN09431,2,1,0,2,Meal Plan 1,False,Room_Type 1,7,Complementary,False,0,0,0.0,2,2018-11-10,Not_Canceled,2018-11-10,low
9431,INN09432,3,0,2,5,Meal Plan 1,False,Room_Type 4,160,Online,False,0,0,138.55,0,2018-08-08,Canceled,2018-08-08,low
9432,INN09433,2,0,0,2,Meal Plan 1,False,Room_Type 4,41,Online,False,0,0,142.2,0,2018-06-17,Canceled,2018-06-17,high
9433,INN09434,2,0,0,3,Meal Plan 1,False,Room_Type 4,157,Online,False,0,0,132.9,1,2018-06-14,Canceled,2018-06-14,low
9434,INN09435,2,0,2,1,Meal Plan 1,False,Room_Type 1,180,Online,False,0,0,108.9,1,2018-10-01,Canceled,2018-10-01,low
9435,INN09436,2,0,2,1,Meal Plan 1,False,Room_Type 1,3,Corporate,False,0,0,120.0,0,2017-09-19,Not_Canceled,2017-09-19,low
9436,INN09437,1,0,0,2,Meal Plan 1,False,Room_Type 4,27,Online,False,0,0,105.49,0,2018-04-20,Canceled,2018-04-20,low
9437,INN09438,2,0,1,2,Meal Plan 2,False,Room_Type 1,98,Offline,False,0,0,105.0,0,2018-05-16,Not_Canceled,2018-05-16,high
9438,INN09439,1,0,0,1,Not Selected,False,Room_Type 1,65,Online,False,0,0,79.2,4,2018-11-01,Not_Canceled,2018-11-01,low
9439,INN09440,2,0,0,2,Meal Plan 2,False,Room_Type 1,39,Offline,False,0,0,101.5,0,2017-08-14,Not_Canceled,2017-08-14,low
9440,INN09441,2,0,1,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,165.0,0,2018-10-01,Not_Canceled,2018-10-01,low
9441,INN09442,2,0,2,3,Meal Plan 1,False,Room_Type 1,81,Online,False,0,0,90.95,0,2018-04-08,Canceled,2018-04-08,high
9443,INN09444,1,0,0,3,Meal Plan 2,False,Room_Type 1,36,Offline,False,0,0,91.0,0,2017-10-13,Not_Canceled,2017-10-13,low
9444,INN09445,1,0,2,5,Meal Plan 1,False,Room_Type 4,3,Online,False,0,0,179.71,1,2018-09-11,Canceled,2018-09-11,low
9445,INN09446,1,0,1,0,Meal Plan 1,False,Room_Type 1,6,Corporate,True,0,1,89.0,0,2018-10-03,Not_Canceled,2018-10-03,low
9446,INN09447,2,0,1,3,Meal Plan 1,False,Room_Type 4,102,Online,False,0,0,132.6,1,2018-05-05,Not_Canceled,2018-05-05,high
9447,INN09448,2,0,0,1,Not Selected,False,Room_Type 1,37,Online,False,0,0,89.4,0,2018-05-07,Not_Canceled,2018-05-07,high
9448,INN09449,2,0,2,0,Meal Plan 1,False,Room_Type 4,2,Online,False,0,0,118.0,1,2018-05-08,Not_Canceled,2018-05-08,low
9449,INN09450,3,0,2,3,Meal Plan 1,False,Room_Type 1,151,Online,False,0,0,133.45,2,2018-07-29,Canceled,2018-07-29,high
9450,INN09451,2,0,0,2,Meal Plan 2,False,Room_Type 1,265,Offline,False,0,0,115.0,1,2018-06-24,Canceled,2018-06-24,low
9451,INN09452,1,0,0,1,Not Selected,False,Room_Type 1,3,Online,False,0,0,84.7,1,2018-10-25,Not_Canceled,2018-10-25,low
9452,INN09453,1,0,0,1,Meal Plan 1,False,Room_Type 1,8,Corporate,True,0,5,67.0,0,2018-05-04,Not_Canceled,2018-05-04,low
9453,INN09454,2,0,1,2,Meal Plan 1,False,Room_Type 1,85,Online,False,0,0,96.3,0,2018-04-15,Canceled,2018-04-15,high
9454,INN09455,2,0,0,1,Not Selected,False,Room_Type 1,0,Online,False,0,0,79.0,0,2018-02-18,Not_Canceled,2018-02-18,low
9455,INN09456,3,0,1,3,Meal Plan 1,False,Room_Type 4,11,Online,False,0,0,141.95,2,2018-05-30,Not_Canceled,2018-05-30,high
9456,INN09457,2,0,2,2,Meal Plan 1,False,Room_Type 1,98,Online,False,0,0,119.85,0,2018-05-21,Not_Canceled,2018-05-21,high
9457,INN09458,2,0,0,2,Not Selected,False,Room_Type 1,15,Online,False,0,0,124.0,1,2018-08-02,Not_Canceled,2018-08-02,high
9458,INN09459,2,2,2,3,Meal Plan 1,False,Room_Type 6,78,Online,False,0,0,147.9,1,2018-12-03,Not_Canceled,2018-12-03,low
9459,INN09460,2,0,0,3,Meal Plan 1,False,Room_Type 1,56,Online,False,0,0,94.5,3,2017-10-21,Not_Canceled,2017-10-21,high
9460,INN09461,3,0,0,2,Meal Plan 1,False,Room_Type 4,135,Online,False,0,0,151.2,2,2018-10-06,Not_Canceled,2018-10-06,low
9461,INN09462,3,0,0,2,Meal Plan 1,False,Room_Type 4,21,Online,False,0,0,375.5,0,2018-12-30,Not_Canceled,2018-12-30,low
9462,INN09463,0,2,0,3,Meal Plan 1,False,Room_Type 2,14,Online,False,0,0,116.49,0,2018-06-09,Not_Canceled,2018-06-09,high
9463,INN09464,2,0,2,3,Not Selected,False,Room_Type 1,27,Online,False,0,0,54.71,1,2018-12-04,Not_Canceled,2018-12-04,high
9464,INN09465,2,0,1,2,Meal Plan 1,False,Room_Type 1,5,Offline,False,0,0,90.0,0,2017-10-19,Not_Canceled,2017-10-19,low
9465,INN09466,2,0,2,1,Meal Plan 1,False,Room_Type 4,118,Online,False,0,0,104.4,1,2018-10-29,Not_Canceled,2018-10-29,low
9466,INN09467,1,0,0,2,Meal Plan 1,False,Room_Type 2,132,Online,False,0,0,70.56,0,2018-08-30,Not_Canceled,2018-08-30,low
9467,INN09468,1,0,1,2,Meal Plan 1,False,Room_Type 1,114,Offline,False,0,0,75.0,0,2018-07-01,Canceled,2018-07-01,low
9468,INN09469,1,0,0,1,Meal Plan 1,False,Room_Type 1,2,Corporate,False,0,0,65.0,0,2017-07-29,Not_Canceled,2017-07-29,high
9470,INN09471,3,0,1,1,Meal Plan 1,False,Room_Type 4,100,Online,False,0,0,146.7,2,2018-07-18,Not_Canceled,2018-07-18,low
9471,INN09472,2,2,4,7,Meal Plan 1,False,Room_Type 6,79,Online,False,0,0,172.23,1,2018-10-21,Not_Canceled,2018-10-21,low
9472,INN09473,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,81.0,0,2017-08-06,Not_Canceled,2017-08-06,high
9473,INN09474,2,0,1,2,Meal Plan 1,False,Room_Type 4,94,Online,False,0,0,65.45,2,2017-11-23,Not_Canceled,2017-11-23,low
9475,INN09476,2,0,2,2,Meal Plan 1,False,Room_Type 1,101,Online,False,0,0,67.45,0,2018-02-20,Not_Canceled,2018-02-20,high
9477,INN09478,1,0,2,1,Meal Plan 1,False,Room_Type 1,163,Offline,False,0,0,115.0,0,2018-10-15,Canceled,2018-10-15,low
9478,INN09479,2,0,1,2,Meal Plan 1,False,Room_Type 1,28,Online,False,0,0,102.85,0,2018-06-13,Canceled,2018-06-13,high
9481,INN09482,2,0,2,2,Meal Plan 1,False,Room_Type 1,226,Offline,False,0,0,70.0,1,2018-10-29,Not_Canceled,2018-10-29,high
9482,INN09483,2,0,1,1,Meal Plan 1,False,Room_Type 4,9,Online,False,0,0,115.0,1,2018-02-27,Canceled,2018-02-27,low
